,Air_temperature_[K],Process_temperature_[K],Rotational_speed_[rpm],Torque_[Nm],Tool_wear_[min],Temp_Delta,Power_[W],Wear_per_Torque,Speed_Torque_Ratio,Type_H,Type_L,Type_M,Machine_failure
1813,298.1,307.7,1479,45,136,9.6,6969.623302,3.022221551,32.86665936,0,1,0,0
1814,298.1,307.7,1650,34.1,138,9.6,5892.057022,4.046919634,48.38708258,0,1,0,0
1815,298.1,307.6,1565,36.3,140,9.5,5949.076928,3.856748249,43.11293578,0,0,1,0
1816,298.1,307.6,1460,46.5,143,9.5,7109.424175,3.075268156,31.39784271,0,1,0,0
1817,298.1,307.7,1664,27.6,145,9.6,4809.401362,5.253621285,60.28983323,0,1,0,0
1818,298.1,307.7,1435,40.9,147,9.6,6146.159508,3.594131151,35.08556599,0,0,1,0
1819,298.1,307.6,2066,19.2,150,9.5,4153.93947,7.812495931,107.6041106,0,0,1,0
1820,298.1,307.5,1493,43.7,153,9.4,6832.346175,3.501143364,34.16475191,0,1,0,0
1821,298.1,307.6,1354,43.3,155,9.5,6139.530747,3.579675848,31.27020063,0,1,0,0
1822,298.1,307.6,1488,39.4,157,9.5,6139.426027,3.984770562,37.76648788,0,1,0,0
1823,298.1,307.7,1414,48.7,159,9.6,7211.190833,3.264886393,29.03490164,0,1,0,0
1824,298.1,307.5,1391,57.4,161,9.4,8361.181296,2.80487756,24.23344526,0,1,0,0
1825,298,307.5,1784,27.8,163,9.5,5193.597199,5.863307243,64.17263879,0,0,1,0
1826,297.8,307.3,1516,40.1,166,9.5,6366.081465,4.13964984,37.80547686,1,0,0,0
1827,297.9,307.3,1420,47.8,171,9.4,7107.958099,3.577405109,29.70710676,0,0,1,0
1828,297.8,307.2,1351,56.3,174,9.4,7965.12071,3.090585597,23.99644334,0,1,0,0
1829,297.8,307.2,1880,23,176,9.4,4528.082211,7.652170586,81.7390949,0,1,0,0
1830,297.8,307.3,1859,24,178,9.5,4672.176594,7.416663576,77.45830106,0,1,0,0
1831,297.8,307.3,1315,54,180,9.5,7436.149811,3.333332716,24.35184734,0,0,1,0
1832,297.8,307.4,1330,51.7,183,9.6,7200.635082,3.539651153,25.72533352,0,0,1,0
1833,297.8,307.3,1327,61,186,9.5,8476.750018,3.049179828,21.75409479,0,1,0,1
1834,297.8,307.2,1498,38.1,188,9.4,5976.75436,4.934381907,39.31757498,0,1,0,0
1835,297.8,307.3,1555,35.8,190,9.5,5829.644048,5.307261087,43.43574206,1,0,0,0
1836,297.7,307.2,1518,35.8,195,9.5,5690.93226,5.446925853,42.40222279,0,1,0,0
1837,297.7,307.2,1392,43,197,9.5,6268.105662,4.581394283,32.37208549,0,1,0,0
1838,297.8,307.2,1456,39.6,199,9.4,6037.889753,5.025251256,36.76766748,0,0,1,0
1839,297.7,307.1,1715,30.2,0,9.4,5423.750277,0,56.78806067,0,1,0,0
1840,297.7,307.2,1405,43.7,2,9.5,6429.635885,0.04576658,32.15102239,0,0,1,0
1841,297.7,307.2,1668,37.8,5,9.5,6602.622448,0.132275097,44.12697245,0,1,0,0
1842,297.7,307.1,1855,22.5,7,9.4,4370.740779,0.311110973,82.4444078,1,0,0,0
1843,297.6,307.1,1496,39.2,12,9.5,6141.101543,0.306122371,38.16325557,0,1,0,0
1844,297.6,307.1,1471,44.9,14,9.5,6916.519914,0.311803939,32.76168535,0,0,1,0
1845,297.7,307.2,1444,40,17,9.5,6048.613056,0.424999894,36.09999098,0,1,0,0
1846,297.7,307.3,1514,38.6,19,9.6,6119.864377,0.492227852,39.22278777,1,0,0,0
1847,297.8,307.3,1412,50.7,24,9.5,7496.719717,0.473372688,27.85009313,0,1,0,0
1848,297.7,307.2,1429,44.1,26,9.5,6599.323776,0.589569027,32.40362077,1,0,0,0
1849,297.7,307.2,1668,32.7,31,9.5,5711.792435,0.948011943,51.00915871,0,1,0,0
1850,297.7,307.2,1372,52.8,33,9.5,7586.066612,0.624999882,25.98484356,0,0,1,0
1851,297.7,307.3,1365,49.2,36,9.6,7032.769314,0.731707168,27.7438968,0,0,1,0
1852,297.6,307.1,1526,39.1,39,9.5,6248.271741,0.9974422,39.02812301,0,0,1,0
1853,297.6,307.2,1486,40.6,42,9.6,6317.910378,1.034482504,36.60097621,0,1,0,0
1854,297.6,307.2,1470,42.6,44,9.6,6557.760505,1.032863607,34.50703415,0,0,1,0
1855,297.7,307.3,1249,62.8,47,9.6,8213.924376,0.748407524,19.88853186,1,0,0,0
1856,297.8,307.4,1752,26.1,52,9.6,4788.541186,1.992336401,67.12641106,0,0,1,0
1857,297.7,307.4,1643,36.5,55,9.7,6279.991355,1.506848902,45.0136863,0,1,0,0
1858,297.8,307.4,1488,36.1,57,9.6,5625.210142,1.578946931,41.21882515,0,0,1,0
1859,297.8,307.4,1355,45.8,60,9.6,6498.803283,1.310043382,29.58514638,0,1,0,0
1860,297.8,307.6,1607,30.3,62,9.8,5099.024788,2.046203945,53.03628613,0,1,0,0
1861,297.9,307.6,1609,30.3,64,9.7,5105.370805,2.112210524,53.10229271,0,0,1,0
1862,297.9,307.7,1517,44.4,67,9.8,7053.378162,1.509008669,34.16665897,0,1,0,0
1863,297.9,307.7,1517,39.5,69,9.8,6274.964806,1.746835001,38.40505357,0,0,1,0
1864,297.9,307.7,1546,37.6,72,9.8,6087.317477,1.914893108,41.11701034,0,1,0,0
1865,297.9,307.7,1567,34.7,74,9.8,5694.126213,2.132564227,45.15848843,0,1,0,0
1866,298.1,307.9,1662,28.9,76,9.8,5029.878334,2.629756876,57.50863062,0,0,1,0
1867,298.1,307.9,1502,41.8,79,9.8,6574.683218,1.889951701,35.93300576,0,1,0,0
1868,298.3,308,1361,56.9,81,9.7,8109.592084,1.423549838,23.91915221,0,1,0,0
1869,298.3,308.1,1630,32.7,83,9.8,5581.667668,2.538225523,49.84707956,0,0,1,0
1870,298.3,308,1486,42.3,86,9.7,6582.453423,2.033096446,35.13001534,0,1,0,0
1871,298.3,308.1,1840,21.5,88,9.8,4142.713513,4.093021352,85.58135554,0,1,0,0
1872,298.3,308.1,1326,58.4,90,9.8,8109.330285,1.541095627,22.70547556,0,1,0,0
1873,298.4,308.1,1367,57.8,92,9.7,8274.180123,1.591695226,23.65051494,0,1,0,0
1874,298.4,308.1,1598,32.7,94,9.7,5472.088916,2.874616858,48.86848658,0,1,0,0
1875,298.3,308,1363,50.1,96,9.7,7150.924614,1.916167282,27.20558339,0,1,0,0
1876,298.3,308,1242,62,98,9.7,8063.840023,1.580644906,20.03225483,0,1,0,0
1877,298.2,307.8,1566,33.8,100,9.6,5542.900414,2.958579006,46.33134724,0,0,1,0
1878,298.1,307.7,1424,47.7,103,9.6,7113.068423,2.159328688,29.85324322,0,0,1,0
1879,298.2,307.7,1608,33.8,106,9.5,5691.560579,3.136093747,47.57395042,0,0,1,0
1880,298.1,307.7,1705,29.1,109,9.6,5195.72301,3.74570318,58.59104516,0,1,0,0
1881,298,307.6,1548,45.8,111,9.6,7424.463086,2.423580257,33.79911926,0,1,0,0
1882,298,307.6,1581,43.4,113,9.6,7185.387885,2.603686036,36.42856303,0,0,1,0
1883,298,307.6,1472,46.7,116,9.6,7198.687294,2.483939511,31.52033586,0,0,1,0
1884,298,307.6,1792,26,119,9.6,4879.102831,4.576921317,68.92305041,0,0,1,0
1885,298,307.6,1683,32.8,122,9.6,5780.78181,3.719511061,51.31095997,0,1,0,0
1886,297.9,307.6,1503,40.7,124,9.7,6405.927332,3.046682298,36.92873786,0,1,0,0
1887,297.9,307.5,1642,32.4,126,9.6,5571.174748,3.888887689,50.6789967,0,0,1,0
1888,297.8,307.4,1902,24.3,129,9.6,4840.000474,5.308639791,78.27157273,0,0,1,0
1889,297.7,307.4,1432,40.2,132,9.7,6028.339311,3.283581273,35.62188169,1,0,0,0
1890,297.8,307.4,1512,40.8,137,9.6,6460.119805,3.357842314,37.05881445,0,1,0,0
1891,297.7,307.4,1764,29,139,9.7,5357.043793,4.793101795,60.82756523,0,1,0,0
1892,297.8,307.4,1438,43.6,141,9.6,6565.593543,3.233944212,32.98164381,0,0,1,0
1893,297.8,307.5,1631,29.9,144,9.7,5106.857826,4.816051901,54.54847674,0,1,0,0
1894,297.9,307.5,1880,23.3,146,9.6,4587.144153,6.266091731,80.68666065,1,0,0,0
1895,297.9,307.6,1344,54.3,151,9.7,7642.363953,2.780846633,24.75137666,0,1,0,0
1896,297.9,307.5,1574,35.8,153,9.6,5900.874425,4.273741823,43.96646817,0,1,0,0
1897,297.8,307.4,1418,41.2,155,9.6,6117.895646,3.762135009,34.41746737,0,1,0,0
1898,297.8,307.5,1372,54.1,157,9.7,7772.844768,2.902032735,25.36043894,0,1,0,0
1899,297.8,307.5,1388,40,159,9.7,5814.040804,3.974999006,34.69999133,0,1,0,0
1900,297.9,307.6,1493,36,161,9.7,5628.477398,4.47222098,41.4722107,1,0,0,0
1901,297.9,307.6,1505,40.1,166,9.7,6319.889581,4.13964984,37.53116271,0,0,1,0
1902,298,307.6,1694,29.1,169,9.6,5162.202217,5.807558142,58.21303841,0,1,0,0
1903,297.9,307.6,1968,20.4,171,9.7,4204.204953,8.382348832,96.47054095,0,1,0,0
1904,298,307.6,1569,35.6,173,9.6,5849.26853,4.859549197,44.07302133,0,0,1,0
1905,297.9,307.6,1687,29.1,176,9.7,5140.870802,6.048107887,57.97248867,0,1,0,0
1906,297.9,307.6,1430,52.4,178,9.7,7846.860691,3.396945917,27.29007113,0,1,0,0
1907,297.9,307.6,1504,42.4,180,9.7,6677.936896,4.245282018,35.47168975,0,1,0,0
1908,297.9,307.6,1977,20.2,182,9.7,4182.025309,9.00989653,97.87123868,0,1,0,0
1909,298,307.7,1435,45.6,184,9.7,6852.441896,4.035086834,31.46929134,0,1,0,0
1910,298,307.7,1547,36.8,186,9.7,5961.653771,5.054346453,42.03803205,1,0,0,0
1911,298.1,307.8,1316,57.2,191,9.7,7882.800511,3.339160255,23.00698898,0,0,1,0
1912,298,307.7,1621,34.9,194,9.7,5924.300234,5.558737662,46.4469781,0,0,1,0
1913,298,307.8,1492,40.2,197,9.8,6280.92336,4.900496293,37.11441863,0,0,1,0
1914,298,307.7,1643,32.3,200,9.7,5557.362212,6.191948547,50.86685732,0,1,0,0
1915,298,307.7,1492,38.7,202,9.7,6046.560549,5.219636894,38.55296161,0,1,0,0
1916,298,307.7,1387,50.8,204,9.7,7378.512058,4.015747241,27.30314423,0,1,0,0
1917,298.1,307.9,1463,47.3,206,9.8,7246.596582,4.355178783,30.93022602,0,0,1,0
1918,298.1,307.9,1496,40,0,9.8,6266.430146,0,37.39999065,0,0,1,0
1919,298.2,308,1658,30,3,9.8,5208.76062,0.099999967,55.26664824,0,1,0,0
1920,298.1,307.9,2161,17.5,5,9.8,3960.239339,0.285714122,123.4856437,0,1,0,0
1921,298.1,307.9,1665,32,7,9.8,5579.468553,0.218749932,52.03123374,0,1,0,0
1922,298,307.8,1716,26.6,9,9.8,4779.996054,0.338345737,64.51125394,0,1,0,0
1923,298,307.7,1529,34.1,11,9.7,5459.97284,0.322580551,44.83869653,0,1,0,0
1924,297.9,307.7,1353,50.7,13,9.8,7183.471514,0.256410206,26.68638527,0,1,0,0
1925,297.9,307.7,1537,37.7,15,9.8,6067.975738,0.397877879,40.76921996,0,1,0,0
1926,298,307.7,1606,30.8,17,9.7,5179.941743,0.551947873,52.14284021,0,1,0,0
1927,298,307.8,1314,47.8,19,9.8,6577.364043,0.397489457,27.489534,1,0,0,0
1928,298,307.8,1623,29.9,24,9.8,5081.808861,0.802675317,54.2809183,0,1,0,0
1929,298,307.8,1483,50.9,26,9.8,7904.739299,0.510805401,29.1355542,0,0,1,0
1930,298.1,307.9,1569,37,29,9.8,6079.295944,0.783783572,42.40539394,0,0,1,0
1931,298.2,308,1969,21.7,32,9.8,4474.392393,1.474653698,90.73728537,0,0,1,0
1932,298.1,308,1686,29.3,35,9.9,5173.134959,1.194538841,57.54264248,0,0,1,0
1933,298.1,308,1638,35.1,38,9.9,6020.736657,1.082620774,46.66665337,0,1,0,0
1934,298.1,307.9,1698,33.3,40,9.8,5921.211002,1.20120084,50.99097568,0,1,0,0
1935,298.1,307.9,1377,55.1,42,9.8,7945.370564,0.762250315,24.99092105,0,0,1,0
1936,298.1,308,2129,18.4,45,9.9,4102.249799,2.445650845,115.7064589,0,0,1,0
1937,298.2,308,1411,42.4,48,9.8,6265.005958,1.132075205,33.27829404,0,1,0,0
1938,298.1,307.9,1517,40.8,50,9.8,6481.482635,1.225489896,37.18136344,0,1,0,0
1939,298.1,307.9,1303,53.9,52,9.8,7354.646426,0.964749357,24.17439255,0,0,1,0
1940,298.1,307.9,1578,35.6,55,9.8,5882.820739,1.544943386,44.32583025,0,1,0,0
1941,298.1,307.9,1425,58.2,57,9.8,8684.932891,0.979381275,24.48453188,0,1,0,0
1942,298.1,308,1456,42.4,59,9.9,6464.81125,1.391509106,34.33961454,0,1,0,0
1943,298.1,308,1704,30.9,61,9.9,5513.872098,1.974109393,55.14561322,0,1,0,0
1944,298.1,308.1,1791,27.3,63,10,5120.199123,2.307691462,65.60437157,0,1,0,0
1945,298.1,308.1,1616,32.8,65,10,5550.649676,1.981706713,49.26827766,0,1,0,0
1946,298.2,308.1,1622,34.9,67,9.9,5927.954954,1.919770224,46.47563138,0,1,0,0
1947,298.2,308.1,1462,49.9,69,9.9,7639.704071,1.382765254,29.29859132,0,1,0,0
1948,298.1,308.1,1410,45.8,71,10,6762.592346,1.550218002,30.78601948,0,1,0,0
1949,298.1,308,1543,41.9,73,9.9,6770.310192,1.742243021,36.82576687,0,0,1,0
1950,298,307.9,1479,47.6,76,9.9,7372.312648,1.59663832,31.07142204,0,0,1,0
1951,298,307.8,1839,22.7,79,9.8,4371.557593,3.480174678,81.01318017,0,1,0,0
1952,298,307.8,1266,60.5,81,9.8,8020.800204,1.338842754,20.92561638,0,1,0,0
1953,297.9,307.7,1593,34.9,83,9.8,5821.96809,2.378222814,45.64468606,0,1,0,0
1954,297.9,307.8,1459,46.9,85,9.9,7165.669156,1.812366351,31.10873537,0,1,0,0
1955,297.9,307.7,1308,55.2,87,9.8,7560.933871,1.576086671,23.69564788,0,1,0,0
1956,297.9,307.7,1364,46.8,89,9.8,6684.806512,1.901708995,29.14529292,0,0,1,0
1957,297.9,307.7,1618,35.9,92,9.8,6082.77264,2.562673381,45.06962533,1,0,0,0
1958,297.9,307.7,1464,43.2,97,9.8,6622.979969,2.245369851,33.88888104,1,0,0,0
1959,297.8,307.6,1352,49.4,102,9.8,6994.106781,2.06477691,27.36841551,0,0,1,0
1960,297.8,307.6,1446,51.4,105,9.8,7783.232967,2.042801159,28.13229025,0,1,0,0
1961,297.8,307.5,1448,51.2,107,9.7,7763.671317,2.089843342,28.28124448,0,1,0,0
1962,297.8,307.5,1391,48.6,109,9.7,7079.327717,2.242797892,28.62139329,0,1,0,0
1963,297.7,307.5,1379,43.3,111,9.8,6252.889882,2.563509801,31.8475677,0,1,0,0
1964,297.8,307.5,1405,46.9,113,9.7,6900.455904,2.409381149,29.95734969,0,0,1,0
1965,297.8,307.5,1581,33.1,116,9.7,5480.099977,3.504530663,47.76433602,0,1,0,0
1966,297.9,307.6,1515,40.5,118,9.7,6425.342375,2.913579528,37.40739817,0,1,0,0
1967,297.9,307.6,1589,37.8,120,9.7,6289.908315,3.174602335,42.03702592,0,1,0,0
1968,298,307.6,1281,50.8,122,9.6,6814.61712,2.40157433,25.21653047,0,1,0,0
1969,297.8,307.5,1631,31.3,124,9.7,5345.974915,3.961660076,52.10860955,1,0,0,0
1970,297.9,307.6,1202,67,129,9.7,8433.500759,1.925372847,17.94029583,0,0,1,0
1971,297.9,307.6,1298,52.7,132,9.7,7163.312961,2.504743358,24.62997635,0,1,0,0
1972,297.9,307.6,1612,30.7,134,9.7,5182.413129,4.364819425,52.50812622,0,1,0,0
1973,297.9,307.6,1747,25.3,136,9.7,4628.518929,5.375491946,69.05135611,0,1,0,0
1974,298,307.6,1450,48.7,138,9.6,7394.785508,2.833674983,29.7741212,0,1,0,0
1975,298,307.7,1422,45.6,140,9.7,6790.364025,3.070174765,31.18420369,0,1,0,0
1976,298.1,307.7,1419,47.4,142,9.6,7043.513561,2.995779959,29.93670254,0,0,1,0
1977,298.1,307.7,1633,30.7,145,9.6,5249.925955,4.723125497,53.19216508,0,0,1,0
1978,298,307.7,1442,43.6,148,9.7,6583.856668,3.394494634,33.07338691,0,1,0,0
1979,298,307.6,1420,45.8,150,9.6,6810.553994,3.275108455,31.00436004,1,0,0,0
1980,298,307.6,1301,58.5,155,9.6,7970.063483,2.649572197,22.23931244,0,0,1,0
1981,298,307.6,1385,45,158,9.6,6526.658738,3.511110331,30.77777094,0,1,0,0
1982,298,307.7,1487,41.3,160,9.7,6431.164793,3.874091072,36.0048339,0,0,1,0
1983,298,307.6,1459,44.4,163,9.6,6783.703849,3.671170344,32.86035296,0,0,1,0
1984,298,307.5,1387,45.5,166,9.5,6608.706666,3.648350847,30.48350978,0,0,1,0
1985,298.1,307.7,1537,40.8,169,9.6,6566.933956,4.142155848,37.67155939,0,1,0,0
1986,298.1,307.6,1498,42.9,171,9.5,6729.731287,3.986013057,34.91840678,0,1,0,0
1987,298.2,307.8,1599,31.2,173,9.6,5224.342919,5.544870018,51.24998357,0,0,1,0
1988,298.3,307.9,1420,39.2,176,9.6,5829.120449,4.489794773,36.22448055,1,0,0,0
1989,298.2,307.9,1785,23.4,181,9.7,4374.039452,7.735039429,76.28201868,0,1,0,0
1990,298.2,307.8,1423,48.1,183,9.6,7167.679775,3.804573014,29.58419343,0,1,0,0
1991,298.2,307.8,1583,36.6,185,9.6,6067.232228,5.054643428,43.2513543,0,0,1,0
1992,298.2,307.8,1375,46.6,188,9.6,6709.918309,4.034333898,29.50643144,0,1,0,0
1993,298.3,308,1463,42.5,190,9.7,6511.212574,4.470587183,34.42352131,0,0,1,0
1994,298.2,307.9,1403,45.1,193,9.7,6626.173921,4.279378209,31.10864055,0,0,1,0
1995,298.3,308,1451,47.1,196,9.7,7156.767976,4.161357928,30.80678751,0,1,0,0
1996,298.4,308,1416,38.2,198,9.6,5664.417218,5.183244716,37.06805312,0,0,1,1
1997,298.3,308.1,1672,41.3,0,9.8,7231.276082,0,40.4842517,0,1,0,0
1998,298.3,308,1637,30.8,2,9.7,5279.928165,0.064935044,53.14933339,1,0,0,0
1999,298.4,308,1540,37.8,7,9.6,6095.946385,0.185185136,40.74072996,0,1,0,0
2000,298.4,308.1,1279,53.1,9,9.7,7112.031697,0.169491494,24.08662447,0,1,0,0
2001,298.4,308.2,1604,34.9,11,9.8,5862.170004,0.315186156,45.95987222,0,1,0,0
2002,298.5,308.2,1654,27.1,13,9.7,4693.895472,0.47970462,61.03318781,0,1,0,0
2003,298.5,308.2,1564,37.5,15,9.7,6141.813638,0.399999893,41.70665554,0,0,1,0
2004,298.5,308.2,1451,47.5,18,9.7,7217.547322,0.378947289,30.54736199,0,1,0,0
2005,298.5,308.3,1504,38,20,9.8,5984.943445,0.526315651,39.57893695,0,1,0,0
2006,298.5,308.3,1381,50.5,22,9.8,7303.208082,0.435643478,27.34652924,0,0,1,0
2007,298.6,308.4,1562,34.4,25,9.8,5626.885658,0.726743975,45.40696354,0,1,0,0
2008,298.5,308.3,1811,24.7,27,9.8,4684.29267,1.093116966,73.31980837,0,1,0,0
2009,298.6,308.3,1717,28.7,29,9.7,5160.369621,1.01045261,59.82576313,0,0,1,0
2010,298.6,308.3,1278,60.5,32,9.7,8096.826746,0.528925532,21.12396345,0,1,0,0
2011,298.7,308.5,1616,30.2,34,9.8,5110.659153,1.125827442,53.50991606,0,1,0,0
2012,298.6,308.4,1397,46.4,36,9.8,6788.018303,0.775861902,30.10775213,0,1,0,0
2013,298.6,308.4,1485,42.9,38,9.8,6671.32908,0.885780679,34.61537655,0,1,0,0
2014,298.6,308.4,1310,59.7,40,9.8,8189.817889,0.670016638,21.9430449,0,1,0,0
2015,298.5,308.2,1301,66.3,42,9.7,9032.738614,0.633484067,19.62292313,0,1,0,1
2016,298.5,308.3,1458,44,44,9.8,6717.98173,0.999999773,33.13635611,0,1,0,0
2017,298.7,308.5,1483,42.5,46,9.8,6600.224366,1.082352687,34.89410944,0,1,0,0
2018,298.7,308.5,1375,46.4,48,9.8,6681.120377,1.034482536,29.6336143,0,1,0,0
2019,298.7,308.5,1660,27,50,9.8,4693.539424,1.851851166,61.48145871,0,0,1,0
2020,298.7,308.4,1560,33.3,53,9.7,5439.981839,1.591591114,46.84683278,1,0,0,0
2021,298.7,308.5,1480,42.2,58,9.8,6540.377026,1.374407257,35.07108174,0,1,0,0
2022,298.7,308.4,1373,46.9,60,9.7,6743.292495,1.279317424,29.27504706,0,1,0,0
2023,298.7,308.5,1444,54.2,62,9.8,8195.87069,1.143911228,26.64206151,0,1,0,0
2024,298.7,308.6,1722,24.7,64,9.9,4454.087232,2.591092068,69.71657096,0,0,1,0
2025,298.7,308.5,1469,39.9,67,9.8,6137.949479,1.679197574,36.81703338,0,1,0,0
2026,298.7,308.5,1360,52.9,69,9.8,7533.958062,1.30434758,25.70887983,0,0,1,0
2027,298.7,308.4,1750,25.8,72,9.7,4728.096944,2.790696593,67.82943107,0,1,0,0
2028,298.7,308.3,1349,46.6,74,9.6,6583.039854,1.587982492,28.94849164,0,0,1,0
2029,298.7,308.5,1668,35.2,77,9.8,6148.473814,2.187499379,47.38635017,0,1,0,0
2030,298.9,308.6,1400,49.5,79,9.7,7257.07903,1.595959274,28.28282257,0,1,0,0
2031,298.8,308.6,1331,62.8,81,9.8,8753.189227,1.289808712,21.19426414,0,1,0,0
2032,298.8,308.5,1444,42.2,83,9.7,6381.286774,1.966824178,34.21800137,0,1,0,0
2033,298.8,308.5,1359,47.6,85,9.7,6774.153407,1.785713911,28.55041417,1,0,0,0
2034,298.8,308.5,1425,47.4,90,9.7,7073.29586,1.898733777,30.0632848,0,0,1,0
2035,298.9,308.6,1469,34.2,93,9.7,5261.099553,2.71929745,42.95320381,0,0,1,0
2036,299,308.7,1892,22.8,96,9.7,4517.358908,4.210524469,82.98241974,0,1,0,0
2037,299,308.7,1940,19.9,98,9.7,4042.810866,4.924620641,97.4873882,1,0,0,0
2038,299,308.8,1405,55.2,103,9.8,8121.645328,1.865941691,25.45289394,0,1,0,0
2039,299,308.9,1449,39.6,105,9.9,6008.861437,2.651514482,36.59089985,0,0,1,0
2040,299.1,308.9,1686,29.6,108,9.8,5226.102211,3.648647416,56.95944022,0,1,0,0
2041,299.1,308.9,1680,27.2,110,9.8,4785.27393,4.04411616,61.76468317,0,1,0,0
2042,299.1,308.9,1397,52.4,112,9.8,7665.77929,2.137404172,26.66030026,0,0,1,0
2043,299.2,309,1597,30.3,115,9.8,5067.294702,3.795378285,52.70625323,0,0,1,0
2044,299.3,309.1,1470,41.1,118,9.8,6326.853445,2.87104553,35.76641466,0,1,0,0
2045,299.3,309.1,1703,31.3,120,9.8,5581.971355,3.83386459,54.4089283,0,0,1,0
2046,299.3,309.1,1388,45.5,123,9.8,6613.471415,2.703296109,30.5054878,0,1,0,0
2047,299.3,309.2,1775,24.2,125,9.9,4498.237081,5.165287122,73.34707713,0,1,0,0
2048,299.3,309.2,1465,41.5,127,9.9,6366.699312,3.060240226,35.30119631,0,1,0,0
2049,299.3,309.2,1586,37.9,129,9.9,6294.641648,3.403693033,41.84695466,0,0,1,0
2050,299.5,309.3,1675,29.2,132,9.8,5121.843223,4.520546397,57.36299405,0,0,1,0
2051,299.4,309.2,1470,44.4,135,9.8,6834.848977,3.040539856,33.10810065,0,0,1,0
2052,299.5,309.3,1477,40.4,138,9.8,6248.711564,3.415840739,36.55939689,0,1,0,0
2053,299.5,309.3,1382,61,140,9.8,8828.084796,2.295081591,22.65573399,0,1,0,0
2054,299.6,309.4,1605,29.8,142,9.8,5008.641168,4.765099072,53.85904233,0,0,1,0
2055,299.6,309.4,1643,32.9,145,9.8,5660.594947,4.407293493,49.93919455,0,1,0,0
2056,299.5,309.3,1333,54.1,147,9.8,7551.896556,2.717189886,24.63955182,0,1,0,0
2057,299.5,309.3,1520,42.3,149,9.8,6733.061375,3.522457796,35.93379765,0,1,0,0
2058,299.5,309.3,1902,24,151,9.8,4780.247382,6.291664045,79.24996698,0,0,1,0
2059,299.5,309.4,1386,44.4,154,9.9,6444.286178,3.468467687,31.21620919,1,0,0,0
2060,299.6,309.5,1803,27.7,159,9.9,5230.029202,5.74007013,65.09022921,0,1,0,0
2061,299.7,309.6,1359,50.7,161,9.9,7215.327263,3.17554178,26.80472844,0,1,0,0
2062,299.7,309.6,1477,42.7,163,9.9,6604.455044,3.817329317,34.59015583,0,0,1,0
2063,299.7,309.6,1321,53.4,166,9.9,7387.078134,3.10861365,24.73782308,0,1,0,0
2064,299.6,309.5,1453,41.4,168,9.9,6299.333093,4.057970034,35.09660988,0,1,0,0
2065,299.7,309.6,1419,45.1,170,9.9,6701.739696,3.769400495,31.46340766,0,1,0,0
2066,299.7,309.6,1512,36.2,172,9.9,5731.772965,4.751379903,41.76794426,0,1,0,0
2067,299.7,309.6,1553,36.8,174,9.9,5984.775893,4.728259585,42.20107549,0,1,0,0
2068,299.7,309.6,1534,39.1,176,9.9,6281.02808,4.501277621,39.23272654,0,0,1,0
2069,299.7,309.6,1553,41,179,9.9,6667.820968,4.365852594,37.87803954,1,0,0,0
2070,299.7,309.5,1352,49.7,184,9.8,7036.581113,3.702212535,27.20321384,0,1,0,0
2071,299.7,309.6,1313,60,186,9.9,8249.822308,3.099999483,21.88332969,0,0,1,0
2072,299.6,309.5,1570,35.5,189,9.9,5836.555552,5.323942162,44.22533965,0,1,0,0
2073,299.6,309.4,1677,31.1,191,9.8,5461.627412,6.141477125,53.92281224,0,1,0,0
2074,299.5,309.4,1602,31.5,193,9.9,5284.473003,6.126982182,50.85712671,0,1,0,0
2075,299.5,309.4,1390,58.8,195,9.9,8558.955025,3.316325967,23.63945176,0,1,0,1
2076,299.4,309.3,1544,36,197,9.9,5820.742869,5.472220702,42.88887698,0,1,0,0
2077,299.4,309.4,1701,31.2,199,10,5557.603068,6.378203084,54.5192133,0,1,0,0
2078,299.4,309.3,1692,28.4,201,9.9,5032.077449,7.077462297,59.57744381,0,0,1,0
2079,299.3,309.3,1523,37.9,204,10,6044.602289,5.382584332,40.18468597,0,0,1,0
2080,299.3,309.2,2280,15.4,207,9.9,3676.920042,13.44154971,148.0518519,0,1,0,0
2081,299.4,309.3,1485,47.1,209,9.9,7324.466192,4.437366361,31.52865573,0,0,1,0
2082,299.4,309.2,1513,36.1,212,9.8,5719.719721,5.872574551,41.91134573,1,0,0,0
2083,299.4,309.3,1743,28.2,0,9.9,5147.248235,0,61.80848872,1,0,0,0
2084,299.5,309.3,1442,46.2,5,9.8,6976.471974,0.108225085,31.21211446,0,1,0,0
2085,299.5,309.3,1462,46.7,7,9.8,7149.783169,0.149892902,31.30620315,0,1,0,0
2086,299.4,309.3,1439,49.7,9,9.9,7489.378863,0.181086483,28.95371651,1,0,0,0
2087,299.5,309.3,1577,36.6,14,9.8,6044.23577,0.382513557,43.08741992,0,1,0,0
2088,299.6,309.4,1331,46.4,16,9.8,6467.324525,0.344827512,28.68533865,0,1,0,0
2089,299.5,309.3,1941,22.5,18,9.8,4573.373505,0.799999644,86.26662833,0,1,0,0
2090,299.5,309.2,1393,47.3,20,9.7,6899.869473,0.422832892,29.4503109,0,1,0,0
2091,299.4,309.2,1433,42.1,22,9.8,6317.669523,0.522565197,34.03799667,0,1,0,0
2092,299.4,309.2,1444,48.2,24,9.8,7288.578732,0.497925208,29.95850001,0,1,0,0
2093,299.4,309.2,1564,39,26,9.8,6387.486183,0.666666496,40.10255382,0,1,0,0
